,title
1588,"China Syndrome, The (1979)"
1589,Chinatown (1974)
1590,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do) (1990)"
1591,"Chinese Ghost Story, A (Sinnui yauwan) (1987)"
1592,Chinese Take-Out (Chinese Take-Away) (Un cuento chino) (2011)
1593,"Chinoise, La (1967)"
1594,Chisum (1970)
1595,Chitty Chitty Bang Bang (1968)
1596,Chocolat (1988)
1597,Chocolat (2000)
1598,Chocolate (2008)
1599,Choices (1981)
1600,Choke (2008)
1601,Choose Me (1984)
1602,Chop Shop (2007)
1603,Chopper (2000)
1604,"Chorus Line, A (1985)"
1605,"Chorus, The (Choristes, Les) (2004)"
1606,Christine (1983)
1607,"Christmas Carol, A (1938)"
1608,"Christmas Carol, A (2009)"
1609,"Christmas Carol, A (Scrooge) (1951)"
1610,"Christmas Story, A (1983)"
1611,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
1612,Chronicle (2012)
1613,Chronicles (Crónicas) (2004)
1614,"Chronicles of Narnia: Prince Caspian, The (2008)"
1615,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
1616,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)"
1617,"Chronicles of Riddick, The (2004)"
1618,Chuck & Buck (2000)
1619,Chuck Berry Hail! Hail! Rock 'n' Roll (1987)
1620,Chungking Express (Chung Hing sam lam) (1994)
1621,"Ciao, Professore! (Io speriamo che me la cavo) (1992)"
1622,"Cider House Rules, The (1999)"
1623,Cimarron (1931)
1624,Cinderella (1950)
1625,Cinderella (1997)
1626,Cinderella (2015)
1627,Cinderella Man (2005)
1628,"Cinderella Story, A (2004)"
1629,Cinderfella (1960)
1630,Cinema Paradiso (Nuovo cinema Paradiso) (1989)
1631,Cinemania (2002)
1632,Circle of Friends (1995)
1633,"Circle, The (Dayereh) (2000)"
1634,"Circus, The (1928)"
1635,Cirque du Freak: The Vampire's Assistant (2009)
1636,Citizen Kane (1941)
1637,Citizen Ruth (1996)
1638,Citizen X (1995)
1639,Citizenfour (2014)
1640,City Hall (1996)
1641,City Heat (1984)
1642,City Island (2009)
1643,City Lights (1931)
1644,City Slickers (1991)
1645,City Slickers II: The Legend of Curly's Gold (1994)
1646,City of Angels (1998)
1647,City of Ember (2008)
1648,City of God (Cidade de Deus) (2002)
1649,City of Hope (1991)
1650,City of Industry (1997)
1651,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
1652,City of Men (Cidade dos Homens) (2007)
1653,"City of Violence, The (Jjakpae) (2006)"
1654,"Civil Action, A (1998)"
1655,"Civil War, The (1990)"
1656,"Claim, The (2000)"
1657,Clambake (1967)
1658,"Clan of the Cave Bear, The (1986)"
1659,Clapham Junction (2007)
1660,Clara's Heart (1988)
1661,Clash by Night (1952)
1662,Clash of the Titans (1981)
1663,Clash of the Titans (2010)
1664,Class (1983)
1665,Class Reunion (1982)
1666,Class of Nuke 'Em High (1986)
1667,"Class, The (Entre les murs) (2008)"
1668,"Class, The (Klass) (2007)"
1669,Clay Pigeons (1998)
1670,"Claymation Christmas Celebration, A (1987)"
1671,Clean Slate (1994)
1672,Clean and Sober (1988)
1673,Cleaner (2007)
1674,Cleanskin (2012)
1675,Clear and Present Danger (1994)
1676,Cleopatra (1963)
1677,Clerks (1994)
1678,Clerks II (2006)
1679,Click (2006)
1680,"Client, The (1994)"
1681,Cliffhanger (1993)
1682,"Clique, The (2008)"
1683,"Clock, The (1945)"
1684,Clockers (1995)
1685,Clockstoppers (2002)
1686,Clockwatchers (1997)
1687,Clockwise (1986)
1688,"Clockwork Orange, A (1971)"
1689,Clone (Womb) (2010)
1690,"Clonus Horror, The (1979)"
1691,Close Encounters of the Third Kind (1977)
1692,Close Range (2015)
1693,Closer (2004)
1694,"Closet, The (Placard, Le) (2001)"
1695,Cloud Atlas (2012)
1696,Cloudy with a Chance of Meatballs (2009)
1697,Cloudy with a Chance of Meatballs 2 (2013)
1698,Cloverfield (2008)
1699,Club Dread (2004)
1700,Clue (1985)
1701,Clueless (1995)
1702,Coach Carter (2005)
1703,Coal Miner's Daughter (1980)
1704,Cobb (1994)
1705,Cobra (1986)
1706,"Coca-Cola Kid, The (1985)"
1707,Cocaine Cowboys (2006)
1708,Cocaine Cowboys II: Hustlin' With the Godmother (2008)
1709,Cocaine Cowboys: Reloaded (2014)
1710,Cocktail (1988)
1711,"Cocoanuts, The (1929)"
1712,Cocoon (1985)
1713,Cocoon: The Return (1988)
1714,Code 46 (2003)
1715,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000)
1716,Code of Silence (1985)
1717,Coffee Town (2013)
1718,Coffee and Cigarettes (2003)
1719,Coherence (2013)
1720,Cold Comes the Night (2013)
1721,Cold Comfort Farm (1995)
1722,Cold Creek Manor (2003)
1723,"Cold Light of Day, The (2012)"
1724,Cold Mountain (2003)
1725,Cold Souls (2009)
1726,Cold in July (2014)
1727,Collapse (2009)
1728,Collateral (2004)
1729,Collateral Damage (2002)
1730,"Collection, The (2012)"
1731,College (1927)
1732,Colombiana (2011)
1733,"Colonel Chabert, Le (1994)"
1734,"Color Purple, The (1985)"
1735,"Color of Money, The (1986)"
1736,Color of Night (1994)
1737,"Color of Paradise, The (Rang-e khoda) (1999)"
1738,Colors (1988)
1739,Coma (1978)
1740,"Comancheros, The (1961)"
1741,Comandante (2003)
1742,Combat Shock (1986)
1743,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)"
1744,Come See the Paradise (1990)
1745,Come and See (Idi i smotri) (1985)
1746,Comedian (2002)
1747,Comedy Central Roast of James Franco (2013)
1748,Comet (2014)
1749,Comet in Moominland (1992)
1750,Comfort and Joy (1984)
1751,Coming Home (1978)
1752,Coming to America (1988)
1753,Commando (1985)
1754,"Commitments, The (1991)"
1755,Common Threads: Stories from the Quilt (1989)
1756,Communion (1989)
1757,Company Man (2000)
1758,"Company Men, The (2010)"
1759,"Company You Keep, The (2012)"
1760,"Company, The (2003)"
1761,"Competition, The (1980)"
1762,Compulsion (1959)
1763,"Computer Wore Tennis Shoes, The (1969)"
1764,Con Air (1997)
1765,Conan the Barbarian (1982)
1766,Conan the Destroyer (1984)
1767,Conception (2011)
1768,"Concert for George, The (2003)"
1769,"Concorde: Airport '79, The (1979)"
1770,Concussion (2015)
1771,"Condemned, The (2007)"
1772,Condorman (1981)
1773,Coneheads (1993)
1774,"Confessional, The (Confessionnal, Le) (1995)"
1775,Confessions (Kokuhaku) (2010)
1776,Confessions of a Dangerous Mind (2002)
1777,Confessions of a Shopaholic (2009)
1778,Confessions of a Teenage Drama Queen (2004)
1779,Confidence (2003)
1780,"Conformist, The (Conformista, Il) (1970)"
1781,Congo (1995)
1782,"Congress, The (2013)"
1783,"Conjuring, The (2013)"
1784,Connie and Carla (2004)
1785,Conquest of the Planet of the Apes (1972)
1786,Conspiracy (2001)
1787,Conspiracy Theory (1997)
1788,"Conspirator, The (2010)"
1789,"Constant Gardener, The (2005)"
1790,Constantine (2005)
1791,Contact (1997)
1792,Contagion (2011)
1793,"Contempt (Mépris, Le) (1963)"
1794,"Contender, The (2000)"
1795,Continental Divide (1981)
1796,Contraband (2012)
1797,Contracted: Phase II (2015)
1798,Control (2007)
1799,Control (Kontroll) (2003)
1800,Control Room (2004)
1801,"Conversation, The (1974)"
1802,Convoy (1978)
1803,Coogan's Bluff (1968)
1804,"Cook the Thief His Wife & Her Lover, The (1989)"
1805,Cookie's Fortune (1999)
1806,Cool Hand Luke (1967)
1807,Cool Runnings (1993)
1808,Cool World (1992)
1809,Cool as Ice (1991)
1810,"Cool, Dry Place, A (1998)"
1811,"Cooler, The (2003)"
1812,Cop Car (2015)
1813,Cop Land (1997)
1814,Cop Out (2010)
1815,Cops (1922)
1816,Cops and Robbersons (1994)
1817,Copycat (1995)
1818,Coraline (2009)
1819,"Core, The (2003)"
1820,Corman's World: Exploits of a Hollywood Rebel (2011)
1821,"Corporation, The (2003)"
1822,Corpse Bride (2005)
1823,"Corrina, Corrina (1994)"
1824,"Corruptor, The (1999)"
1825,Cosi (1996)
1826,Cosmos (1980)
1827,"Cotton Club, The (1984)"
1828,"Couch Trip, The (1988)"
1829,"Counselor, The (2013)"
1830,"Counterfeiters, The (Die Fälscher) (2007)"
1831,Country (1984)
1832,"Country Girl, The (1954)"
1833,Country Life (1994)
1834,Coup de torchon (Clean Slate) (1981)
1835,Couples Retreat (2009)
1836,Courage Under Fire (1996)
1837,Courageous (2011)
1838,"Court Jester, The (1956)"
1839,"Courtship of Eddie's Father, The (1963)"
1840,Cousin Bette (1998)
1841,Cousin cousine (1975)
1842,"Cove, The (2009)"
1843,"Covenant, The (2006)"
1844,Cowboy Bebop (1998)
1845,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)
1846,"Cowboy Way, The (1994)"
1847,Cowboys & Aliens (2011)
1848,Coyote Ugly (2000)
1849,Cradle Will Rock (1999)
1850,"Craft, The (1996)"
1851,"Cranes Are Flying, The (Letyat zhuravli) (1957)"
1852,Crank (2006)
1853,Crank: High Voltage (2009)
1854,Crash (1996)
1855,Crash (2004)
1856,"Crazies, The (2010)"
1857,"Crazies, The (a.k.a. Code Name: Trixie) (1973)"
1858,Crazy Heart (2009)
1859,Crazy Love (2007)
1860,Crazy in Alabama (1999)
1861,"Crazy, Stupid, Love. (2011)"
1862,Crazy/Beautiful (2001)
1863,Creature Comforts (1989)
1864,"Creature from the Black Lagoon, The (1954)"
1865,Creed (2015)
1866,Creep (2014)
1867,Creepshow (1982)
1868,Creepshow 2 (1987)
1869,Cria Cuervos (1976)
1870,Cries and Whispers (Viskningar och rop) (1972)
1871,Crime Story (Zhong an zu) (1993)
1872,Crime and Punishment in Suburbia (2000)
1873,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)"
1874,Crimes and Misdemeanors (1989)
1875,Crimes of Passion (1984)
1876,Crimes of the Heart (1986)
1877,Criminal Law (1988)
1878,Criminal Lovers (1999)
1879,"Crimson Pirate, The (1952)"
1880,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)"
1881,"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
1882,Crimson Tide (1995)
1883,Criss Cross (1949)
1884,Critters (1986)
1885,Critters 2: The Main Course (1988)
1886,Crocodile Dundee (1986)
1887,Crocodile Dundee II (1988)
1888,Crocodile Dundee in Los Angeles (2001)
1889,"Crocodile Hunter: Collision Course, The (2002)"
1890,Cronos (1993)
1891,"Croods, The (2013)"
1892,Crooklyn (1994)
1893,Cropsey (2009)
1894,Cross of Iron (1977)
1895,Crossfire (1947)
1896,Crossing Delancey (1988)
1897,"Crossing Guard, The (1995)"
1898,Crossover (2006)
1899,Crossroads (2002)
1900,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
1901,Croupier (1998)
1902,"Crow, The (1994)"
1903,"Crow: City of Angels, The (1996)"
1904,"Crow: Salvation, The (2000)"
1905,Crows Zero (Kurôzu zero) (2007)
1906,"Crucible, The (1996)"
1907,Cruel Intentions (1999)
1908,"Cruise, The (1998)"
1909,Cruising (1980)
1910,Crumb (1994)
1911,"Crush, The (1993)"
1912,Cry Freedom (1987)
1913,"Cry in the Dark, A (1988)"
1914,"Cry, the Beloved Country (1995)"
1915,Cry-Baby (1990)
1916,Cry_Wolf (a.k.a. Cry Wolf) (2005)
1917,"Crying Game, The (1992)"
1918,Crystal Fairy & the Magical Cactus and 2012 (2013)
1919,Cube (1997)
1920,Cube 2: Hypercube (2002)
1921,Cujo (1983)
1922,Cul-de-sac (1966)
1923,"Cup, The (Phörpa) (1999)"
1924,Cure (1997)
1925,"Cure, The (1995)"
1926,"Curiosity of Chance, The (2006)"
1927,"Curious Case of Benjamin Button, The (2008)"
1928,Curious George (2006)
1929,Curly Top (1935)
1930,"Curse of Frankenstein, The (1957)"
1931,"Curse of the Cat People, The (1944)"
1932,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006)
1933,"Curse of the Jade Scorpion, The (2001)"
1934,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998)
1935,Cutter's Way (1981)
1936,Cutthroat Island (1995)
1937,"Cutting Edge, The (1992)"
1938,"Cutting Edge: The Magic of Movie Editing, The (2004)"
1939,Cyclo (Xich lo) (1995)
1940,Cypher (2002)
1941,Cyrano de Bergerac (1990)
1942,Cyrus (2010)
1943,Czech Dream (Ceský sen) (2004)
1944,D-War (Dragon Wars) (2007)
1945,D.A.R.Y.L. (1985)
1946,D.O.A. (1950)
1947,D.O.A. (1988)
1948,D2: The Mighty Ducks (1994)
1949,D3: The Mighty Ducks (1996)
1950,"Da Vinci Code, The (2006)"
1951,Daddy Day Camp (2007)
1952,Daddy Day Care (2003)
1953,Daddy's Home (2015)
1954,Dallas Buyers Club (2013)
1955,"Dam Busters, The (1955)"
1956,Damage (Fatale) (1992)
1957,Damien: Omen II (1978)
1958,Damn Yankees! (1958)
1959,"Damned United, The (2009)"
1960,"Damsel in Distress, A (1937)"
1961,Dan in Real Life (2007)
1962,Dance Flick (2009)
1963,Dance with Me (1998)
1964,Dance with a Stranger (1985)
1965,"Dancer Upstairs, The (2002)"
1966,Dancer in the Dark (2000)
1967,"Dancer, Texas Pop. 81 (1998)"
1968,Dances with Wolves (1990)
1969,Dancing in September (2000)
1970,Dangerous Beauty (1998)
1971,Dangerous Game (1993)
1972,Dangerous Ground (1997)
1973,Dangerous Liaisons (1988)
1974,"Dangerous Lives of Altar Boys, The (2002)"
1975,"Dangerous Method, A (2011)"
1976,Dangerous Minds (1995)
1977,Daniel Tosh: Completely Serious (2007)
1978,Danny Collins (2015)
1979,Dante's Inferno Animated (2010)
1980,Dante's Peak (1997)
1981,Darby O'Gill and the Little People (1959)
1982,Daredevil (2003)
1983,Darfur Now (2007)
1984,Daria: Is It College Yet? (2002)
1985,Daria: Is It Fall Yet? (2000)
1986,"Darjeeling Limited, The (2007)"
1987,Dark Blue (2003)
1988,Dark Blue World (Tmavomodrý svet) (2001)
1989,Dark City (1998)
1990,"Dark Crystal, The (1982)"
1991,Dark Days (2000)
1992,Dark Habits (Entre tinieblas) (1983)
1993,"Dark Half, The (1993)"
1994,"Dark Knight Rises, The (2012)"
1995,"Dark Knight, The (2008)"
1996,Dark Passage (1947)
1997,Dark Shadows (2012)
1998,Dark Tide (2012)
1999,Dark Touch (2013)
2000,Dark Victory (1939)
2001,Dark Water (2005)
2002,Dark Water (Honogurai mizu no soko kara) (2002)
2003,DarkBlueAlmostBlack (Azuloscurocasinegro) (2006)
2004,"Darkest Hour, The (2011)"
2005,Darkman (1990)
2006,"Darkman II: Return of Durant, The (1995)"
2007,Darkness Falls (2003)
2008,Darling (1965)
2009,"Das Experiment (Experiment, The) (2001)"
2010,Date Movie (2006)
2011,Date Night (2010)
2012,Date and Switch (2014)
2013,Date with an Angel (1987)
2014,Dave (1993)
2015,David and Lisa (1962)
2016,"Davy Crockett, King of the Wild Frontier (1955)"
2017,Dawn of the Dead (1978)
2018,Dawn of the Dead (2004)
2019,Dawn of the Planet of the Apes (2014)
2020,Day & Night (2010)
2021,"Day After Tomorrow, The (2004)"
2022,"Day After, The (1983)"
2023,Day Watch (Dnevnoy dozor) (2006)
2024,"Day at the Races, A (1937)"
2025,Day for Night (La Nuit Américaine) (1973)
2026,Day of Wrath (Vredens dag) (1943)
2027,"Day of the Beast, The (Día de la Bestia, El) (1995)"
2028,Day of the Dead (1985)
2029,"Day of the Doctor, The (2013)"
2030,"Day of the Dolphin, The (1973)"
2031,"Day of the Jackal, The (1973)"
2032,"Day of the Locust, The (1975)"
2033,"Day of the Triffids, The (1962)"
2034,"Day the Earth Stood Still, The (1951)"
2035,"Day the Earth Stood Still, The (2008)"
2036,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
2037,Daybreakers (2010)
2038,Daylight (1996)
2039,Days of Heaven (1978)
2040,Days of Thunder (1990)
2041,Days of Wine and Roses (1962)
2042,"Daytrippers, The (1996)"
2043,Dazed and Confused (1993)
2044,De-Lovely (2004)
2045,Dead Again (1991)
2046,Dead Alive (Braindead) (1992)
2047,Dead Calm (1989)
2048,Dead Leaves (2004)
2049,Dead Man (1995)
2050,Dead Man Walking (1995)
2051,Dead Man on Campus (1998)
2052,Dead Man's Shoes (2004)
2053,Dead Men Don't Wear Plaid (1982)
2054,Dead Poets Society (1989)
2055,"Dead Pool, The (1988)"
2056,Dead Presidents (1995)
2057,Dead Reckoning (1947)
2058,Dead Ringer (1964)
2059,Dead Ringers (1988)
2060,Dead Set (2008)
2061,Dead Silence (2007)
2062,Dead Snow (Død snø) (2009)
2063,Dead Tired (Grosse Fatigue) (1994)
2064,"Dead Zone, The (1983)"
2065,Dead or Alive: Hanzaisha (1999)
2066,"Dead, The (1987)"
2067,Deadfall (2012)
2068,Deadgirl (2008)
2069,Deadly Friend (1986)
2070,Deadpool (2016)
2071,Deadtime Stories (1987)
2072,"Deal, The (2008)"
2073,Dear Frankie (2004)
2074,Dear God (1996)
2075,Dear Jesse (1997)
2076,Dear John (2010)
2077,Dear White People (2014)
2078,Dear Zachary: A Letter to a Son About His Father (2008)
2079,Death Becomes Her (1992)
2080,Death Note (2006)
2081,Death Proof (2007)
2082,Death Race (2008)
2083,Death Race 2000 (1975)
2084,Death Sentence (2007)
2085,Death Wish (1974)
2086,Death Wish 2 (1982)
2087,Death Wish 3 (1985)
2088,Death Wish 5: The Face of Death (1994)
2089,Death and the Maiden (1994)
2090,Death at a Funeral (2007)
2091,Death at a Funeral (2010)
2092,Death in Venice (Morte a Venezia) (1971)
2093,"Death in the Garden (Mort en ce jardin, La) (1956)"
2094,Death on the Nile (1978)
2095,Death on the Staircase (Soupçons) (2004)
2096,Death to Smoochy (2002)
2097,Deathgasm (2015)
2098,Deathtrap (1982)
2099,"Debt, The (2011)"
2100,"Decade Under the Influence, A (2003)"
2101,"Decalogue, The (Dekalog) (1989)"
2102,"Decameron, The (Decameron, Il) (1971)"
2103,Deceiver (1997)
2104,December Boys (2007)
2105,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
2106,"Decline of Western Civilization, The (1981)"
2107,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"
2108,Deconstructing Harry (1997)
2109,Dedication (2007)
2110,Deep Blue Sea (1999)
2111,"Deep End of the Ocean, The (1999)"
2112,"Deep End, The (2001)"
2113,Deep Impact (1998)
2114,Deep Red (Profondo rosso) (1975)
2115,Deep Rising (1998)
2116,Deep Water (2006)
2117,Deepstar Six (1989)
2118,"Deer Hunter, The (1978)"
2119,Def-Con 4 (1985)
2120,"Defender, The (a.k.a. Bodyguard from Beijing, The) (Zhong Nan Hai bao biao) (1994)"
2121,Defending Your Life (1991)
2122,Defendor (2009)
2123,Defiance (2008)
2124,"Defiant Ones, The (1958)"
2125,"Definitely, Maybe (2008)"
2126,Defying Gravity (1997)
2127,Delicatessen (1991)
2128,Delirious (1991)
2129,Delirious (2006)
2130,Deliver Us from Eva (2003)
2131,Deliver Us from Evil (2006)
2132,Deliverance (1972)
2133,Delivery Man (2013)
2134,Delta of Venus (1995)
2135,Demolition Man (1993)
2136,Demonlover (2002)
2137,Demons (1971)
2138,Denise Calls Up (1995)
2139,Dennis the Menace (1993)
2140,"Departed, The (2006)"
2141,Departures (Okuribito) (2008)
2142,Derailed (2005)
2143,Dersu Uzala (1975)
2144,"Descendants, The (2011)"
2145,"Descent, The (2005)"
2146,Desert Bloom (1986)
2147,Desert Blue (1998)
2148,Desert Hearts (1985)
2149,"Designated Mourner, The (1997)"
2150,Desk Set (1957)
2151,Desperado (1995)
2152,"Desperate Hours, The (1955)"
2153,Desperate Living (1977)
2154,Desperate Measures (1998)
2155,Desperately Seeking Susan (1985)
2156,Despicable Me (2010)
2157,Despicable Me 2 (2013)
2158,Destination Tokyo (1943)
2159,Destiny Turns on the Radio (1995)
2160,Destroy All Monsters (Kaijû sôshingeki) (1968)
2161,Destry Rides Again (1939)
2162,Deterrence (1999)
2163,Detour (1945)
2164,Detroit Rock City (1999)
2165,Deuce Bigalow: European Gigolo (2005)
2166,Deuce Bigalow: Male Gigolo (1999)
2167,Devil (2010)
2168,"Devil Rides Out, The (1968)"
2169,"Devil Wears Prada, The (2006)"
2170,"Devil and Daniel Johnston, The (2005)"
2171,"Devil and Max Devlin, The (1981)"
2172,Devil in a Blue Dress (1995)
2173,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
2174,"Devil's Chair, The (2006)"
2175,"Devil's Own, The (1997)"
2176,Devil's Playground (2002)
2177,"Devil's Rain, The (1975)"
2178,"Devil's Rejects, The (2005)"
2179,DiG! (2004)
2180,Diabolique (1996)
2181,Diabolique (Les diaboliques) (1955)
2182,Dial M for Murder (1954)
2183,Diamond Men (2001)
2184,Diamonds Are Forever (1971)
2185,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
2186,Diary of a Nymphomaniac (Diario de una Ninfómana) (2008)
2187,Diary of a Wimpy Kid (2010)
2188,Diary of a Wimpy Kid: Rodrick Rules (2011)
2189,Dick (1999)
2190,Dick Tracy (1990)
2191,"Dictator, The (2012)"
2192,Did You Hear About the Morgans? (2009)
2193,Die Another Day (2002)
2194,Die Hard (1988)
2195,Die Hard 2 (1990)
2196,Die Hard: With a Vengeance (1995)
2197,Different for Girls (1996)
2198,Digimon: The Movie (2000)
2199,"Dilemma, The (2011)"
2200,Dim Sum: A Little Bit of Heart (1985)
2201,Dimples (1936)
2202,Diner (1982)
2203,"Dinner Game, The (Dîner de cons, Le) (1998)"
2204,Dinner Rush (2000)
2205,Dinner at Eight (1933)
2206,Dinner for Schmucks (2010)
2207,Dinner with Friends (2001)
2208,Dinosaur (2000)
2209,Dirty Dancing (1987)
2210,Dirty Dancing: Havana Nights (2004)
2211,"Dirty Dozen, The (1967)"
2212,Dirty Harry (1971)
2213,Dirty Mary Crazy Larry (1974)
2214,Dirty Pretty Things (2002)
2215,Dirty Rotten Scoundrels (1988)
2216,"Dirty Shame, A (2004)"
2217,Dirty Work (1998)
2218,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)"
2219,Disaster Movie (2008)
2220,Disclosure (1994)
2221,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)"
2222,"Dish, The (2001)"
2223,Distant (Uzak) (2002)
2224,"Distinguished Gentleman, The (1992)"
2225,District 13 (Banlieue 13) (2004)
2226,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009)
2227,District 9 (2009)
2228,Disturbia (2007)
2229,Disturbing Behavior (1998)
2230,Diva (1981)
2231,Divergent (2014)
2232,Divided We Fall (Musíme si pomáhat) (2000)
2233,Divine Secrets of the Ya-Ya Sisterhood (2002)
2234,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)"
2235,"Divo, Il (2008)"
2236,"Divorce, Le (2003)"
2237,Django Unchained (2012)
2238,Do the Right Thing (1989)
2239,Doc Hollywood (1991)
2240,Doctor Dolittle (1967)
2241,Doctor Strange (2007)
2242,Doctor Who: The Time of the Doctor (2013)
2243,Doctor Zhivago (1965)
2244,Dodgeball: A True Underdog Story (2004)
2245,Dodsworth (1936)
2246,Dog Day Afternoon (1975)
2247,Dog Park (1998)
2248,Dog Soldiers (2002)
2249,"Dog's Life, A (1918)"
2250,"Dog, The (2013)"
2251,Dogfight (1991)
2252,Dogma (1999)
2253,Dogs in Space (1987)
2254,"Dogs of War, The (1980)"
2255,Dogtooth (Kynodontas) (2009)
2256,Dogtown and Z-Boyz (2001)
2257,Dogville (2003)
2258,"Dolce Vita, La (1960)"
2259,Dolls (1987)
2260,Dolls (2002)
2261,"Dolly Sisters, The (1945)"
2262,Dolores Claiborne (1995)
2263,Dolphin Tale (2011)
2264,Domestic Disturbance (2001)
2265,Dominick and Eugene (1988)
2266,Domino (2005)
2267,Don Jon (2013)
2268,Don Juan DeMarco (1995)
2269,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
2270,Don't Look Back (1967)
2271,Don't Look Now (1973)
2272,Don't Say a Word (2001)
2273,Don't Tell Mom the Babysitter's Dead (1991)
2274,Don't Tempt Me (Sin noticias de Dios) (2001)
2275,Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos) (1976)
2276,Donnie Brasco (1997)
2277,Donnie Darko (2001)
2278,Donovan's Reef (1963)
2279,Doom (2005)
2280,"Doom Generation, The (1995)"
2281,Doomsday (2008)
2282,"Doors, The (1991)"
2283,Dopamine (2003)
2284,Dope (2015)
2285,Dorian Blues (2004)
2286,Dorian Gray (2009)
2287,Dorm Daze (National Lampoon Presents Dorm Daze) (2003)
2288,Dorothy Mills (2008)
2289,Dottie Gets Spanked (1993)
2290,Double Happiness (1994)
2291,Double Impact (1991)
2292,Double Indemnity (1944)
2293,Double Jeopardy (1999)
2294,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
2295,"Double Life, A (1947)"
2296,Double Take (2001)
2297,Double Team (1997)
2298,Double Trouble (1967)
2299,"Double, The (2011)"
2300,Doubt (2008)
2301,Doug's 1st Movie (1999)
2302,Down Periscope (1996)
2303,Down and Out in Beverly Hills (1986)
2304,Down by Law (1986)
2305,Down in the Delta (1998)
2306,Down in the Valley (2005)
2307,Down to Earth (2001)
2308,Down to You (2000)
2309,Down with Love (2003)
2310,"Downfall (Untergang, Der) (2004)"
2311,Dr. Dolittle (1998)
2312,Dr. Dolittle 2 (2001)
2313,Dr. Goldfoot and the Bikini Machine (1965)
2314,Dr. Horrible's Sing-Along Blog (2008)
2315,Dr. Jekyll and Mr. Hyde (1941)
2316,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)"
2317,Dr. No (1962)
2318,Dr. Phibes Rises Again (1972)
2319,Dr. Seuss' The Lorax (2012)
2320,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
2321,Dr. T and the Women (2000)
2322,Dracula (1931)
2323,Dracula (1979)
2324,Dracula (Bram Stoker's Dracula) (1992)
2325,Dracula 2000 (2000)
2326,Dracula Untold (2014)
2327,Dracula: Dead and Loving It (1995)
2328,Draft Day (2014)
2329,Drag Me to Hell (2009)
2330,Dragnet (1987)
2331,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997)
2332,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990)
2333,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990)
2334,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990)
2335,Dragon Ball Z: Battle of Gods (2013)
2336,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994)
2337,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993)
2338,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991)
2339,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989)
2340,Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta) (1995)
2341,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993)
2342,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992)
